,name
789,Toaru Majutsu no Index II
790,Tsuritama
791,Yowamushi Pedal Movie
792,Yuru Yuri Nachuyachumi!+
793,Baka to Test to Shoukanjuu
794,Chi&#039;s Sweet Home
795,Densetsu no Yuusha no Densetsu
796,Fairy Tail OVA
797,Ichigo Mashimaro OVA
798,Kingsglaive: Final Fantasy XV
799,Mobile Police Patlabor 2: The Movie
800,Persona 3 the Movie 1: Spring of Birth
801,Rozen Maiden: Ouvertüre
802,Seikai no Monshou
803,Shaman King
804,Sword Art Online
805,Tetsuwan Birdy Decode:02
806,Bishoujo Senshi Sailor Moon Crystal Season III
807,Bokurano
808,Bounen no Xamdou
809,Break Blade 6: Doukoku no Toride
810,Detective Conan: Conan vs. Kid - Shark &amp; Jewel
811,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks
812,Hakkenden: Touhou Hakken Ibun 2nd Season
813,Hidamari Sketch x 365 Specials
814,K: Return of Kings
815,Kill la Kill Special
816,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV)
817,Macross Plus
818,Macross Plus Movie Edition
819,Mitsudomoe Zouryouchuu!
820,Prince of Tennis: Another Story - Messages From Past and Future
821,Saint Seiya: Meiou Hades Elysion-hen
822,To LOVE-Ru Darkness
823,To LOVE-Ru Darkness OVA
824,Working!!
825,Yume-iro Pâtissière SP Professional
826,Daa! Daa! Daa!
827,Digimon Adventure: Bokura no War Game!
828,Eikoku Koi Monogatari Emma
829,Full Metal Panic!
830,Guilty Crown
831,Hoshi wo Ou Kodomo
832,"Ima, Soko ni Iru Boku"
833,Jigoku Shoujo Mitsuganae
834,Kara no Kyoukai 1: Fukan Fuukei
835,Kimagure Orange☆Road: Ano Hi ni Kaeritai
836,Kono Subarashii Sekai ni Shukufuku wo! OVA
837,Kubikiri Cycle: Aoiro Savant to Zaregototsukai
838,Lupin the Third: Mine Fujiko to Iu Onna
839,Minami-ke
840,Mobile Suit Gundam: Char&#039;s Counterattack
841,Naruto
842,New Game!
843,Shigatsu wa Kimi no Uso: Moments
844,Top wo Nerae 2! Diebuster
845,Baka to Test to Shoukanjuu: Matsuri
846,Blood+
847,Chrno Crusade
848,Free!: FrFr - Short Movie
849,Fruits Basket
850,Gakuen Alice
851,Haikyuu!! Movie 2: Shousha to Haisha
852,Hourou Musuko
853,Huyao Xiao Hongniang: Wangquan Fugui
854,Shoukoujo Sara
855,Soredemo Sekai wa Utsukushii
856,Tenkuu no Escaflowne
857,The Disappearance of Conan Edogawa: The Worst Two Days in History
858,To LOVE-Ru Darkness 2nd
859,Tokyo Ravens
860,Aikatsu! Movie
861,Angel Beats! Specials
862,Aria The Animation
863,Break Blade 1: Kakusei no Toki
864,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu
865,Denpa-teki na Kanojo
866,Dragon Quest: Dai no Daibouken
867,Higashi no Eden Soushuuhen: Air Communication
868,Ichigo Mashimaro Encore
869,Inu x Boku SS Special
870,Jigoku Shoujo
871,New Initial D Movie: Legend 3 - Mugen
872,Nobunaga Concerto
873,Panty &amp; Stocking with Garterbelt
874,Poyopoyo Kansatsu Nikki
875,Pretty Rhythm: Rainbow Live
876,Ranma ½ Super
877,Servant x Service
878,Shakugan no Shana II (Second)
879,Tales of Vesperia: The First Strike
880,Toaru Hikuushi e no Tsuioku
881,Towa no Quon 6: Towa no Quon
882,Ajin
883,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page"
884,Bishoujo Senshi Sailor Moon R: The Movie
885,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion
886,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi
887,Ga-Rei: Zero
888,Higashi no Eden Movie II: Paradise Lost
889,Jungle wa Itsumo Hare nochi Guu Final
890,Kore wa Zombie Desu ka? of the Dead
891,Kyoukai no Kanata: Shinonome
892,Lupin III: Episode 0 &quot;First Contact&quot;
893,Minami-ke Tadaima
894,Momo e no Tegami
895,Nurarihyon no Mago
896,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi
897,Orange
898,Over Drive
899,R.O.D OVA
900,Rakudai Kishi no Cavalry
901,Ranma ½ Specials
902,Rozen Maiden: Träumend
903,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu
904,Special A
905,Tenchi Muyou! Ryououki 2nd Season
906,Texhnolyze
907,Urusei Yatsura
908,Utawarerumono
909,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky
910,Black Jack 21
911,Digimon Adventure tri. 2: Ketsui
912,Fushigi Yuugi
913,Ichigo Mashimaro
914,JoJo no Kimyou na Bouken: Phantom Blood
915,Koyomimonogatari
916,Mobile Suit Gundam 00 Special Edition
917,Ojamajo Doremi Na-i-sho
918,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima
919,Sengoku Basara Movie: The Last Party
920,Shingeki no Bahamut: Genesis
921,Tenchi Muyou! Ryououki
922,Tonari no Kaibutsu-kun
923,Zero no Tsukaima F
924,Ao Haru Ride OVA
925,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito
926,Bokura wa Minna Kawaisou: Hajimete no
927,Bungou Stray Dogs
928,Detective Conan Movie 19: The Hellfire Sunflowers
929,Doraemon (1979)
930,Genshiken
931,Ginga Tetsudou 999 (Movie)
932,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!
933,Hakuouki Hekketsuroku
934,Hetalia Axis Powers
935,Itazura na Kiss
936,Lupin III
937,Mahouka Koukou no Rettousei
938,Majin Tantei Nougami Neuro
939,Master Keaton
940,No.6
941,One Piece Movie 4: Dead End no Bouken
942,Senjou no Valkyria
943,Tegamibachi
944,Towa no Quon 4: Guren no Shoushin
945,Turn A Gundam
946,Bleach Movie 4: Jigoku-hen
947,D-Frag!
948,Detective Conan Movie 09: Promo Special
949,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen
950,Go! Princess Precure
951,Hayate no Gotoku!
952,InuYasha: Kagami no Naka no Mugenjo
953,Kanojo to Kanojo no Neko: Everything Flows
954,Kara no Kyoukai Remix: Gate of Seventh Heaven
955,Kino no Tabi: The Beautiful World - Tou no Kuni
956,"Kono Danshi, Ningyo Hiroimashita."
957,Kuroko no Basket: Baka ja Katenai no yo!
958,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen
959,Mahoujin Guru Guru
960,One Piece: Heart of Gold
961,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa
962,The iDOLM@STER
963,Trapp Ikka Monogatari
964,Utawarerumono Specials
965,World Trigger
966,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering
967,Bishoujo Senshi Sailor Moon R
968,Black Jack (TV)
969,Cardcaptor Sakura Movie 1
970,Detective Conan: Black History
971,Fullmetal Alchemist: The Conqueror of Shamballa
972,Genshiken OVA
973,Hal
974,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?
975,Higashi no Eden Movie I: The King of Eden
976,Hungry Heart: Wild Striker
977,Initial D Battle Stage 2
978,Kekkai Sensen
979,Love Stage!! OVA
980,Mahou Shoujo Lyrical Nanoha StrikerS
981,Mousou Dairinin
982,Muumindani no Suisei
983,Noein: Mou Hitori no Kimi e
984,Persona 3 the Movie 3: Falling Down
985,Sengoku Basara Two
986,Shakugan no Shana
987,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season
988,Taiyou no Ko Esteban
989,Toriko
990,UN-GO: Inga-ron
991,Crayon Shin-chan
992,Diamond no Ace OVA
993,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi
994,Flip Flappers
995,GetBackers
996,K
997,Katekyo Hitman Reborn! Special
998,Kekkaishi
999,Kuroshitsuji II Specials
1000,Lady Lady!!
1001,Mitsudomoe
1002,Prison School OVA
1003,Shakugan no Shana III (Final)
1004,Uchuu Senkan Yamato
1005,Wakakusa Monogatari: Nan to Jo-sensei
1006,Zero no Tsukaima: Futatsuki no Kishi
1007,Ansatsu Kyoushitsu: 365-nichi no Jikan
1008,Daicon Opening Animations
1009,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta
1010,Durarara!!x2 Ketsu: Dufufufu!!
1011,Future GPX Cyber Formula Sin
1012,Ie Naki Ko Remi Specials
1013,Inazuma Eleven
1014,Kara no Kyoukai 6: Boukyaku Rokuon
1015,Kyoukaisenjou no Horizon II
1016,Mobile Police Patlabor: On Television
1017,Mujin Wakusei Survive
1018,New Prince of Tennis OVA vs. Genius10
1019,Noblesse: Awakening
1020,Ouritsu Uchuugun: Honneamise no Tsubasa
1021,Tanaka-kun wa Itsumo Kedaruge Specials
1022,Toradora! OVA
1023,Towa no Quon 5: Souzetsu no Raifuku
1024,Urusei Yatsura Movie 5: Final
1025,Zhen Hun Jie
1026,Aa! Megami-sama!: Tatakau Tsubasa
1027,Arakawa Under the Bridge
1028,Bishoujo Senshi Sailor Moon
1029,Evangelion: 3.0 You Can (Not) Redo
1030,Fullmetal Alchemist: Brotherhood - 4-Koma Theater
1031,Gakkou no Kaidan
1032,Gakkougurashi!
1033,Gensoumaden Saiyuuki
1034,Giant Killing
1035,Hetalia: The World Twinkle Extra Disc
1036,High School DxD BorN
1037,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon
1038,Mainichi Kaasan
1039,Mirai Nikki Redial
1040,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai
1041,Ojiisan no Lamp
1042,Pokemon Black and White 2: Introduction Movie
1043,Prince of Tennis: Another Story II - Ano Toki no Bokura
1044,Seitokai Yakuindomo
1045,Shounen Onmyouji
1046,Sukitte Ii na yo.
1047,Toaru Majutsu no Index: Endymion no Kiseki
1048,Tokyo Ghoul: &quot;Jack&quot;
1049,Ushio to Tora (TV)
1050,Ano Natsu de Matteru
1051,Arslan Senki (TV): Fuujin Ranbu
1052,Boku wa Tomodachi ga Sukunai Next
1053,Fairy Tail Movie 1: Houou no Miko
1054,Final Fantasy VII: Advent Children - Venice Film Festival Footage
1055,Future GPX Cyber Formula Zero
1056,Ghost in the Shell: Arise - Border:2 Ghost Whispers
1057,High School DxD
1058,Hourou Musuko Specials
1059,Ike! Ina-chuu Takkyuubu
1060,Imawa no Kuni no Alice (OVA)
1061,Isshuukan Friends.
1062,Kamisama no Memochou
1063,Kimagure Orange☆Road
1064,Ling Qi
1065,Love Live! School Idol Project
1066,Oda Nobuna no Yabou
1067,Pokemon XY: Mega Evolution
1068,Ranma ½: Akumu! Shunmin Kou
1069,Shingeki no Kyojin Movie 1: Guren no Yumiya
1070,Strike Witches Movie
1071,Tsubasa Chronicle 2nd Season
1072,Uchuu Patrol Luluco
1073,Waga Seishun no Arcadia
1074,"Yondemasu yo, Azazel-san."
1075,Yuru Yuri
1076,Aa! Megami-sama!: Sorezore no Tsubasa
1077,Aikatsu!
1078,Air Gear
1079,Chuuka Ichiban!
1080,Gugure! Kokkuri-san
1081,Hanbun no Tsuki ga Noboru Sora
1082,Initial D: Project D to the Next Stage - Project D e Mukete
1083,Inu x Boku SS
1084,InuYasha: Toki wo Koeru Omoi
1085,Kiniro no Corda: Primo Passo
1086,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari
1087,Kuroshitsuji Special
1088,Layton Kyouju to Eien no Utahime
1089,Love Stage!!
1090,Macross Zero
1091,Moyashimon
1092,Nodame Cantabile OVA 2
1093,Saenai Heroine no Sodatekata
1094,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi
1095,Tamayura: Sotsugyou Shashin Part 1 - Kizashi
1096,Toaru Majutsu no Index
1097,Tonari no Seki-kun
1098,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke
1099,Ajin OVA
1100,Amagi Brilliant Park
1101,Ashita no Nadja
1102,Basilisk: Kouga Ninpou Chou
1103,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi
1104,Btooom!
1105,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni
1106,Kaleido Star: Aratanaru Tsubasa - Extra Stage
1107,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba
1108,Mutsu Enmei Ryuu Gaiden: Shura no Toki
1109,Persona 4 the Animation
1110,Sora no Otoshimono
1111,Aura: Maryuuin Kouga Saigo no Tatakai
1112,City Hunter: Goodbye My Sweetheart
1113,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey
1114,Fantastic Children
1115,Free!
1116,Ghost in the Shell (2015)
1117,Grisaia no Kajitsu
1118,Haiyore! Nyaruko-san F
1119,Hetalia: The Beautiful World Extra Disc
1120,Jewelpet Twinkle☆
1121,Juubee Ninpuuchou
1122,Kiznaiver
1123,Kore wa Zombie Desu ka?
1124,Mitsudomoe Special
1125,New Prince of Tennis
1126,Sakamoto desu ga?
1127,Tales of Symphonia The Animation: Tethe&#039;alla-hen
1128,Tatakae! Chou Robot Seimeitai Transformers
1129,Tsubasa Chronicle
1130,Aldnoah.Zero
1131,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu
1132,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita
1133,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab
1134,Detective Conan: Conan vs. Kid - Jet Black Sniper
1135,Digimon Adventure tri. 1: Saikai
1136,Durarara!!x2 Ten: Onoroke Chakapoko
1137,Girls und Panzer
1138,Heroic Age
1139,Kareshi Kanojo no Jijou
1140,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!
1141,Konjiki no Gash Bell!!
1142,Log Horizon 2nd Season
1143,Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou
1144,Mobile Suit Gundam Wing: Operation Meteor
1145,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials
1146,Plawres Sanshirou
1147,Pokemon: Mewtwo no Gyakushuu
1148,Shion no Ou
1149,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi
1150,Tales of Symphonia The Animation: Sekai Tougou-hen
1151,The iDOLM@STER Movie: Kagayaki no Mukougawa e!
1152,Udon no Kuni no Kiniro Kemari
1153,UFO Robo Grendizer
1154,Aa! Megami-sama! Movie
1155,Acchi Kocchi (TV)
1156,Area 88
1157,Darker than Black: Kuro no Keiyakusha Special
1158,Detective Conan: Black History 2
1159,Digimon Tamers
1160,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai
1161,Flying Witch
1162,Fushigi no Umi no Nadia
1163,High School DxD BorN: Yomigaeranai Fushichou
1164,Jigoku Sensei Nube
1165,Kappa no Coo to Natsuyasumi
1166,Majokko Shimai no Yoyo to Nene
1167,Minami-ke Okaeri
1168,New Prince of Tennis Specials
1169,Nijuu Mensou no Musume
1170,Non Non Biyori: Okinawa e Ikukoto ni Natta
1171,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura"
1172,Owari no Seraph
1173,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku
1174,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka
1175,"Yondemasu yo, Azazel-san. Z"
1176,Aa! Megami-sama!: Sorezore no Tsubasa Specials
1177,Bishoujo Senshi Sailor Moon SuperS
1178,CLAMP in Wonderland 2
1179,Detective Conan OVA 04: Conan and Kid and Crystal Mother
1180,Future GPX Cyber Formula Saga
1181,Ghost in the Shell: Arise - Border:1 Ghost Pain
1182,Hakuouki OVA
1183,Hellsing
1184,Hokuto no Ken 2
1185,Junjou Romantica Special
1186,Kaitou Saint Tail
1187,Kore wa Zombie Desu ka? of the Dead OVA
1188,Little Busters!
1189,Marmalade Boy
1190,Ningen Shikkaku: Director&#039;s Cut-ban
1191,Omoide Poroporo
1192,R.O.D the TV
1193,Saint☆Oniisan
1194,Sayonara Zetsubou Sensei Special
1195,Suisei no Gargantia
1196,Towa no Quon 3: Mugen no Renza
1197,Watashi ga Motete Dousunda
1198,"Yondemasu yo, Azazel-san. (TV)"
1199,&quot;Bungaku Shoujo&quot; Movie
1200,Amaama to Inazuma
1201,Angel Beats!: Another Epilogue
1202,Hakuouki Reimeiroku
1203,Hokuto no Ken: Raoh Gaiden Gekitou-hen
1204,Initial D Battle Stage
1205,Konnichiwa Anne: Before Green Gables
1206,Kuruneko
1207,Love Live! Sunshine!!
1208,Mardock Scramble: The First Compression
1209,Medaka Box Abnormal
1210,Patalliro!
1211,Perrine Monogatari
1212,Prince of Tennis: Atobe&#039;s Gift
1213,Rokka no Yuusha
1214,Saki Achiga-hen: Episode of Side-A Specials
1215,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari"
1216,Sora no Otoshimono: Project Pink
1217,Suzumiya Haruhi-chan no Yuuutsu
1218,Uchuu Senkan Yamato 2
1219,Yawara!
1220,Accel World
1221,Acchi Kocchi (TV): Place=Princess
1222,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki
1223,Cardcaptor Sakura Specials
1224,Darker than Black: Ryuusei no Gemini
1225,Donten ni Warau
1226,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen"
1227,Dragon Ball Z Movie 14: Kami to Kami
1228,Fate/kaleid liner Prisma☆Illya 3rei!!
1229,Gallery Fake
1230,Grimm Masterpiece Theater
1231,Hello!! Kiniro Mosaic
1232,Hidamari Sketch Specials
1233,InuYasha: Guren no Houraijima
1234,Kuroko no Basket Movie 2: Winter Cup Soushuuhen - Namida no Saki e
1235,Metropolis
1236,Mobile Fighter G Gundam
1237,Naruto: Shippuuden Movie 5 - Blood Prison
1238,Shigofumi
1239,Shinryaku!? Ika Musume
1240,Shokugeki no Souma OVA
1241,Shoubushi Densetsu Tetsuya
1242,So Ra No Wo To Specials
1243,Sweat Punch
1244,Yozakura Quartet: Tsuki ni Naku
1245,Yuusha Keisatsu J-Decker
1246,Zero no Tsukaima
1247,Aa! Megami-sama! (TV) Specials
1248,Amagami SS+ Plus
1249,Ayakashi: Japanese Classic Horror
1250,Casshern Sins
1251,Digimon Adventure Movie
1252,Freedom
1253,Gokudou-kun Manyuuki
1254,Golgo 13 (TV)
1255,Kimagure Orange☆Road OVA
1256,Lady Jewelpet
1257,Magic Knight Rayearth II
1258,Mobile Police Patlabor: The New Files
1259,Motto To LOVE-Ru
1260,Planetarian: Chiisana Hoshi no Yume
1261,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana
1262,Salaryman Kintarou
1263,Sekirei: Pure Engagement
1264,Senyuu. 2
1265,Seto no Hanayome OVA Specials
1266,Shugo Chara!
1267,Snow Halation
1268,Tokyo Ghoul: &quot;Pinto&quot;
1269,Urusei Yatsura OVA
1270,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA
1271,Yozakura Quartet: Hana no Uta
1272,Yu☆Gi☆Oh! Arc-V
1273,Akage no Anne
1274,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru
1275,Chuunibyou demo Koi ga Shitai! Ren
1276,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel
1277,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo
1278,Detective Conan Movie 11: Jolly Roger in the Deep Azure
1279,Fune wo Amu
1280,Ganbare Genki
1281,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone
1282,Gochuumon wa Usagi Desu ka?
1283,Hottarake no Shima: Haruka to Mahou no Kagami
1284,Jibaku-kun
1285,Kamichu! Specials
1286,Kidou Senkan Nadesico
1287,On Your Mark
1288,"One More Time, One More Chance"
1289,One Piece: Romance Dawn
1290,Otome Youkai Zakuro
1291,Persona 4 the Animation: No One is Alone
1292,Pretty Rhythm: Aurora Dream
1293,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!
1294,Psycho-Pass 2
1295,Samurai 7
1296,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu
1297,Shinryaku! Ika Musume
1298,Shonan Junai Gumi!
1299,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen
1300,So Ra No Wo To
1301,Tales of Zestiria the X
1302,Tenshi na Konamaiki
1303,Toshokan Sensou
1304,Zero no Tsukaima: Princesses no Rondo
1305,Acchi Kocchi
1306,Afro Samurai Movie
1307,City Hunter: Ai to Shukumei no Magnum
1308,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu
1309,Doraemon (2005)
1310,Hikaru no Go Special
1311,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview
1312,Kemonozume
1313,Kiniro no Corda: Primo Passo - Hitonatsu no Encore
1314,Kyou kara Maou! R
1315,Mai-HiME
1316,Mikakunin de Shinkoukei
1317,Mobile Police Patlabor: The Movie
1318,Mugen no Ryvius
1319,Noblesse: Pamyeol-ui Sijak
1320,One Piece: Straw Hat Theater
1321,Osomatsu-san Special
1322,Patapata Hikousen no Bouken
1323,Perfect Day
1324,Rakuen Tsuihou: Expelled from Paradise
1325,Shinreigari: Ghost Hound
1326,Shoujo Kakumei Utena: Adolescence Mokushiroku
1327,Shugo Chara!! Doki
1328,Taiho Shichau zo (1996)
1329,Tetsujin 28-gou (2004)
1330,Yamada-kun to 7-nin no Majo (OVA)
1331,Aishiteruze Baby★★
1332,Aoki Hagane no Arpeggio: Ars Nova DC
1333,Bleach Movie 1: Memories of Nobody
1334,Brave Story
1335,Candy Candy
1336,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars
1337,Cross Road
1338,Fate/stay night
1339,Fate/stay night Movie: Unlimited Blade Works
1340,Grimm Masterpiece Theater II
1341,Hetalia: The World Twinkle
1342,Level E
1343,Naruto x UT
1344,Shin Chou Kyou Ryo: Condor Hero III
1345,Taiyou no Kiba Dagram
1346,The iDOLM@STER: 765 Pro to Iu Monogatari
1347,Uchuu no Kishi Tekkaman Blade
1348,Amagami SS
1349,Boku wa Tomodachi ga Sukunai
1350,Chobits
1351,Chrome Shelled Regios
1352,Dareka no Manazashi
1353,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata
1354,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu
1355,Hakkenden: Touhou Hakken Ibun
1356,Hakuouki
1357,Heppoko Jikken Animation Excel♥Saga
1358,Kore wa Zombie Desu ka? OVA
1359,Mardock Scramble: The Third Exhaust
1360,Minami-ke Betsubara
1361,Nisekoi OVA
1362,Nodame Cantabile OVA
1363,Paniponi Dash!
1364,Rozen Maiden
1365,Saki
1366,Sengoku Basara
1367,Shashinkan
1368,Super GALS! Kotobuki Ran
1369,The Big O
1370,Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!
1371,Yu☆Gi☆Oh! Duel Monsters
1372,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...
1373,Carnival Phantasm EX Season
1374,Charlotte: Tsuyoi Monotachi
1375,City Hunter: The Secret Service
1376,Date A Live Movie: Mayuri Judgment
1377,Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!
1378,Doraemon Movie 26: Nobita no Kyouryuu 2006
1379,Genshiken Nidaime
1380,Gokinjo Monogatari
1381,Hetalia Axis Powers Fan Disc
1382,Higashi no Eden: Falling Down
1383,Higurashi no Naku Koro ni Rei
1384,Kara no Kyoukai: Mirai Fukuin - Extra Chorus
1385,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!
1386,Mobile Suit Gundam II: Soldiers of Sorrow
1387,"Momoko, Kaeru no Uta ga Kikoeru yo."
1388,Nihon Animator Mihonichi
1389,Orange: Mirai
1390,Saiyuuki Reload Gunlock
1391,Simoun
1392,Sugar Sugar Rune
1393,Tanoshii Muumin Ikka Bouken Nikki
1394,Tasogare Otome x Amnesia: Taima Otome
1395,Tenshi no Tamago
1396,Tetsuwan Birdy Decode
1397,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara
1398,Waga Seishun no Arcadia: Mugen Kidou SSX
1399,X
1400,Zipang
1401,AKB0048
1402,Aoki Hagane no Arpeggio: Ars Nova
1403,Blood Lad
1404,Captain Harlock
1405,City Hunter: Hyakuman Dollar no Inbou
1406,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara
1407,Danna ga Nani wo Itteiru ka Wakaranai Ken
1408,Date A Live: Date to Date
1409,Dragon Ball Z Movie 15: Fukkatsu no F
1410,ef: A Tale of Memories. - Recollections
1411,Fairy Tail OVA (2016)
1412,Full Metal Panic! The Second Raid Episode 000
1413,God Eater
1414,Gunslinger Girl
1415,Hi no Ame ga Furu
1416,Himouto! Umaru-chan
1417,Hokuto no Ken Zero: Kenshirou Den
1418,Joshiraku
1419,Kaichou wa Maid-sama!: Omake dayo!
1420,Kaikan Phrase
1421,Kuroshitsuji II
1422,Lodoss-tou Senki
1423,Lupin III: Otakara Henkyaku Daisakusen!!
